aig_ids,"bdd,collapse","bdd,dsd","bdd,espresso","bdd,lut_bidec","bdd,sop","bdd,strash","collapse,dsd","collapse,espresso","collapse,lut_bidec","collapse,sop","collapse,strash","dsd,espresso","dsd,lut_bidec","dsd,sop","dsd,strash","espresso,lut_bidec","espresso,sop","espresso,strash","lut_bidec,sop","lut_bidec,strash","sop,strash"
ex01,0.8252740455007531,1.0,0.9706106749933734,0.9991444614008389,0.89532385395467,0.9708941578618435,0.8252740455007531,0.792593923901217,0.8386847621471383,0.9728062146853669,0.7453341101679276,0.9706106749933734,0.9991444614008389,0.89532385395467,0.9708941578618435,0.9773208470056589,0.9021695967455097,0.9962191522894845,0.9103080437761845,0.974773359727507,0.866099236811557
ex02,0.9899494936611665,1.0,0.9562729945864753,0.9701672889587634,0.9942200963569384,0.9508845624179867,0.9899494936611665,0.9068190510082708,0.9263067332357328,0.9838699100999075,0.9040619510134531,0.9562729945864753,0.9701672889587634,0.9942200963569384,0.9508845624179867,0.9937707642874302,0.9598887209900955,0.9963013996912108,0.9625382415231656,0.9820909656148069,0.9634884181498493
ex03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7682212795973759,0.6324555320336759,0.9338592095470355,0.0809776330178916,0.9166912160670223,0.4724995385748947
ex04,0.7889213364293899,1.0,0.9975938065608239,0.9205128792207186,0.8449912634937033,0.9990217352583172,0.7889213364293899,0.7484298895080298,0.9111585800001006,0.993994440640866,0.7838288247827592,0.9975938065608239,0.9205128792207186,0.8449912634937033,0.9990217352583172,0.9067108168675799,0.8081279170433187,0.9957775499729801,0.9265245427423083,0.9066188127456467,0.8424585474897562
ex05,0.8094218845990375,0.9918578030818453,0.9999416538167918,0.9066974205641763,0.9104709284355128,0.9512447532809303,0.787739394393149,0.8098537265118042,0.9671248318117788,0.9609914634381251,0.926295539554365,0.9995879792784699,0.9412238241638176,0.9198992355618401,0.9770094410514084,0.9320356378887452,0.9124487269069002,0.9711623546209116,0.9846168899904779,0.9915381573035926,0.9751768224264372
ex06,0.9352614258633244,0.9999999999999999,0.995979569885957,0.8690478981975538,0.922272561451503,0.9870319654782612,0.9352614258633244,0.9518714646728855,0.9870785209724341,0.9977362122637473,0.9794176980548277,0.995979569885957,0.8690478981975538,0.922272561451503,0.9870319654782612,0.8971772684113852,0.9364349232436054,0.9937220794196217,0.9866778973651933,0.9371291789305138,0.9697243692327241
ex08,0.95370151643468,1.0,0.5185882246642644,0.9933697527216949,0.9649305597880341,0.9463316326541823,0.95370151643468,0.4708497419774736,0.9520681851667843,0.9983690403556897,0.9482702516255211,0.5185882246642644,0.9933697527216949,0.9649305597880341,0.9463316326541823,0.6108918744199213,0.44746473217023586,0.7215299663473341,0.9582422642163326,0.9749089989516171,0.9417877283673556
ex09,0.8348169370053041,0.9999999999999999,0.9906986349267126,0.9401147780108043,0.8510744328556126,0.9625651701141592,0.8348169370053041,0.7589753444281434,0.9372896042250001,0.9995253428544273,0.6575528657149282,0.9906986349267126,0.9401147780108043,0.8510744328556126,0.9625651701141592,0.9084090092623281,0.7779056124193201,0.9895833427825369,0.944348693139991,0.8425773359369932,0.6796430040276993
ex10,0.4999999999999999,0.9999999999999998,0.9999999999999998,0.9458931487447667,0.7050239879106325,0.7679695275737068,0.4999999999999999,0.4999999999999999,0.7537586029059858,0.7592566023652966,0.8191674960786205,0.9999999999999998,0.9458931487447667,0.7050239879106325,0.7679695275737068,0.9458931487447667,0.7050239879106325,0.7679695275737068,0.8127567823359325,0.884564173896032,0.9884694884968918
ex12,0.7935831759117974,0.9997038864651264,0.9831838865741915,0.7693356911581165,0.6980233405925395,0.8426547661120587,0.7943563019153885,0.8906652708221732,0.9757450979015128,0.9872575837787451,0.990761772054434,0.9833212116042216,0.7710245627768217,0.6992473117308108,0.8463181725473622,0.8608880176398931,0.8140110201876151,0.9245528396709318,0.9808375400983063,0.9866749064961631,0.9716161987884513
