aig_ids,"bdd,collapse","bdd,dsd","bdd,espresso","bdd,lut_bidec","bdd,sop","bdd,strash","collapse,dsd","collapse,espresso","collapse,lut_bidec","collapse,sop","collapse,strash","dsd,espresso","dsd,lut_bidec","dsd,sop","dsd,strash","espresso,lut_bidec","espresso,sop","espresso,strash","lut_bidec,sop","lut_bidec,strash","sop,strash"
ex01,0.5547885086563569,0.7071067811865475,0.7720511785762435,0.8984007240958196,0.6910941322440908,0.9124830246161996,0.818196480689802,0.8692708433160666,0.9484065186866928,0.8167630031163163,0.9557611688941023,0.7720511785762435,0.8984007240958196,0.6910941322440908,0.9124830246161996,0.8574850719945739,0.6139666103566994,0.876182018221816,0.4221492630055414,0.734216343350182,0.9142230251049344
ex02,0.46760604511139575,0.7071067811865476,0.9857461447075115,0.913155745913862,0.7563273086730391,0.9008741128949058,0.8498707368939036,0.9946078303227778,0.9650235677585753,0.8880875966675648,0.9599011882477532,0.9857461447075115,0.913155745913862,0.7563273086730391,0.9008741128949058,0.34666554628693114,0.18355589918523982,0.3224672250384255,0.4506810495641456,0.6755301383044223,0.8683362661108016
ex03,0.6916460361786512,0.7071067811865476,0.7303509022309844,0.8204233547080914,0.7884961434584336,0.8202301250577986,0.6916460361786512,0.7303509022309844,0.8190648254572386,0.7880147312892013,0.8198428217216609,0.7303509022309844,0.8204233547080914,0.7884961434584336,0.8202301250577986,0.758819176244201,0.7116264161640428,0.762351374252415,0.636392336911286,0.6837624850974618,0.7140031625497788
ex04,0.5615643609069555,0.7071067811865476,0.697933132639023,0.8474569648349958,0.702172991000895,0.870472673742314,0.8199810377671447,0.8155611010298666,0.9187410704110149,0.8217734867628533,0.9317233409350473,0.697933132639023,0.8474569648349958,0.702172991000895,0.870472673742314,0.8503018338242126,0.7064799112450674,0.8729454368938179,0.5241928053460227,0.7395794786962617,0.8705615096606468
ex05,0.6387213135992511,0.7065035277239121,0.717396326325899,0.7738308716628425,0.7087943353101388,0.8019901521088596,0.7599412305525101,0.7723909519486182,0.8237070781968017,0.7681170588513397,0.847594431668315,0.7173670748525213,0.7738789722098036,0.7088509681127826,0.8020301334420423,0.7607613477433715,0.6939178389707499,0.7900730507240918,0.6324263561277952,0.7368867433381531,0.7975394410717714
ex06,0.6037884068603542,0.7071067811865475,0.7473245844759865,0.7454892192017536,0.6119607907892658,0.8062919247296024,0.7902822833585739,0.8262024655321871,0.8254488083425328,0.7135653409452855,0.8718678592860978,0.7473245844759865,0.7454892192017536,0.6119607907892658,0.8062919247296024,0.7010295874337916,0.561748787538175,0.7675970224349754,0.5672042647681607,0.7712699595386403,0.8671580839572774
ex08,0.3855980070089305,0.7071067811865475,0.9965791090237767,0.949282640085902,0.6630465239349357,0.9460358925160598,0.909426364489288,0.9993357492925383,0.9894490305134449,0.8976340298133374,0.9887911583631328,0.9965791090237767,0.949282640085902,0.6630465239349357,0.9460358925160598,0.23751515893447528,0.07016125594464337,0.2296664956758604,0.27703304425236425,0.693400854013553,0.9556654013320839
ex09,0.6319558896155955,0.7071067811865475,0.7394563199060115,0.8626773672422898,0.5642844028168547,0.8855833829689493,0.7697119105726354,0.8006447344463118,0.901385818929087,0.641999279432963,0.9183465653556634,0.7394563199060115,0.8626773672422898,0.5642844028168547,0.8855833829689493,0.8383662990211778,0.5246013041174583,0.8642483573567975,0.37172940796205767,0.7433849808627384,0.9398887848164104
ex10,0.6508790971117514,0.7071067811865476,0.7071067811865476,0.962601900568336,0.8280757627214268,0.9418325666603831,0.7105871448308165,0.7105871448308165,0.9670609110173096,0.844794643071638,0.9488744297808127,0.7071067811865476,0.962601900568336,0.8280757627214268,0.9418325666603831,0.962601900568336,0.8280757627214268,0.9418325666603831,0.36422474332683064,0.610500296923532,0.8803676053938698
ex12,0.5464282442844575,0.7044810425983665,0.6863604427737869,0.5511923041668526,0.38152387060604465,0.6019074929415573,0.8317154593674541,0.8198248547878035,0.7087474045823488,0.5332091192983829,0.7535130042939248,0.6871440302508931,0.5520648213554924,0.3824027716245033,0.6029275240405566,0.5701066589548343,0.39764168213064366,0.6203571468705446,0.5275697647110753,0.7492532243061142,0.875177453137122
