aig_ids,"bdd,collapse","bdd,dsd","bdd,espresso","bdd,lut_bidec","bdd,sop","bdd,strash","collapse,dsd","collapse,espresso","collapse,lut_bidec","collapse,sop","collapse,strash","dsd,espresso","dsd,lut_bidec","dsd,sop","dsd,strash","espresso,lut_bidec","espresso,sop","espresso,strash","lut_bidec,sop","lut_bidec,strash","sop,strash"
ex01,0.07075471698113207,0.0,0.04022036583609391,0.003944372153545872,0.07075471698113207,0.00234425420447211,0.07075471698113207,0.030534351145038167,0.0668103448275862,0.0,0.06841046277665996,0.04022036583609391,0.003944372153545872,0.07075471698113207,0.00234425420447211,0.03627599368254804,0.030534351145038167,0.0378761116316218,0.0668103448275862,0.00041195448553388303,0.06841046277665996
ex02,0.04580152671755725,0.0,0.011858967970820956,0.01439914217876382,0.04580152671755725,0.0208904946890875,0.04580152671755725,0.033942558746736295,0.06020066889632107,0.0,0.02491103202846975,0.011858967970820956,0.01439914217876382,0.04580152671755725,0.0208904946890875,0.026258110149584776,0.033942558746736295,0.009031526718266545,0.06020066889632107,0.03528963686785132,0.02491103202846975
ex03,0.0,0.0,0.047619047619047616,0.3548387096774194,0.0,0.3225806451612903,0.0,0.047619047619047616,0.3548387096774194,0.0,0.3225806451612903,0.047619047619047616,0.3548387096774194,0.0,0.3225806451612903,0.30721966205837176,0.047619047619047616,0.2749615975422427,0.3548387096774194,0.03225806451612906,0.3225806451612903
ex04,0.034403669724770644,0.0,0.006431641752742672,0.013345307082869191,0.034403669724770644,0.00836362587271363,0.034403669724770644,0.027972027972027972,0.047748976807639835,0.0,0.042767295597484274,0.006431641752742672,0.013345307082869191,0.034403669724770644,0.00836362587271363,0.019776948835611863,0.027972027972027972,0.014795267625456302,0.047748976807639835,0.004981681210155561,0.042767295597484274
ex05,0.025974025974025976,0.0,0.024025974025974027,0.0018740752917968083,0.025974025974025976,0.018109500708108593,0.025974025974025976,0.05,0.027848101265822784,0.0,0.04408352668213457,0.024025974025974027,0.0018740752917968083,0.025974025974025976,0.018109500708108593,0.02215189873417722,0.05,0.005916473317865434,0.027848101265822784,0.016235425416311785,0.04408352668213457
ex06,0.009988350234319151,0.0,0.012538998798631443,0.0007397975196606794,0.0111731843575419,0.011660932499409074,0.009988350234319151,0.022527349032950596,0.009248552714658471,0.001184834123222749,0.021649282733728223,0.012538998798631443,0.0007397975196606794,0.0111731843575419,0.011660932499409074,0.013278796318292123,0.023712183156173343,0.0008780662992223694,0.01043338683788122,0.012400730019069753,0.022834116856950974
ex08,0.05952380952380952,0.0,0.040000482951801405,0.0029761904761904726,0.05298786181139122,0.022789115646258497,0.05952380952380952,0.019523326572008115,0.0625,0.02287581699346405,0.022448979591836733,0.040000482951801405,0.0029761904761904726,0.05298786181139122,0.022789115646258497,0.03702429247561093,0.011466080685147623,0.01721136730554291,0.05001167133520075,0.019812925170068024,0.030198746165132722
ex09,0.010689990281827016,0.0,0.010270708408129315,0.02198974828026449,0.010689990281827016,0.022610208525330043,0.010689990281827016,0.02096069868995633,0.032679738562091505,0.0,0.03330019880715706,0.010270708408129315,0.02198974828026449,0.010689990281827016,0.022610208525330043,0.011719039872135174,0.02096069868995633,0.012339500117200728,0.032679738562091505,0.0006204602450655544,0.03330019880715706
ex10,0.09090909090909091,0.0,0.0,0.054342305738953794,0.09090909090909091,0.06993006993006994,0.09090909090909091,0.09090909090909091,0.1452513966480447,0.0,0.02097902097902098,0.0,0.054342305738953794,0.09090909090909091,0.06993006993006994,0.054342305738953794,0.09090909090909091,0.06993006993006994,0.1452513966480447,0.12427237566902373,0.02097902097902098
ex12,0.0401819560272934,6.1020434361874765e-05,0.016466541007530557,0.005820234553210429,0.0401819560272934,0.0018715434536195341,0.040242976461655276,0.023715415019762844,0.04600219058050383,0.0,0.03831041257367387,0.016527561441892432,0.005759214118848555,0.040242976461655276,0.0019325638879814089,0.022286775560740987,0.023715415019762844,0.014594997553911023,0.04600219058050383,0.0076917780068299635,0.03831041257367387
ex13,0.08139534883720931,0.003711034141514094,0.01646028390214438,0.014222181043268778,0.08139534883720931,0.0025741168116456548,0.0851063829787234,0.06493506493506493,0.09561752988047809,0.0,0.08396946564885496,0.020171318043658473,0.010511146901754684,0.0851063829787234,0.0011369173298684393,0.030682464945413157,0.06493506493506493,0.019034400713790034,0.09561752988047809,0.011648064231623123,0.08396946564885496
ex14,0.02564102564102564,0.0,0.003418803418803417,0.04522511609125782,0.02564102564102564,0.012820512820512824,0.02564102564102564,0.022222222222222223,0.07086614173228346,0.0,0.038461538461538464,0.003418803418803417,0.04522511609125782,0.02564102564102564,0.012820512820512824,0.04864391951006124,0.022222222222222223,0.01623931623931624,0.07086614173228346,0.032404603270745,0.038461538461538464
ex15,0.04375,0.0,0.020874183006535946,0.017926313446126444,0.04110449735449735,0.006842885375494073,0.04375,0.02287581699346405,0.025823686553873553,0.0026455026455026454,0.05059288537549407,0.020874183006535946,0.017926313446126444,0.04110449735449735,0.006842885375494073,0.0029478695604095023,0.020230314347961405,0.02771706838203002,0.023178183908370908,0.024769198821620517,0.047947382729991425
ex16,0.11627906976744186,0.0,0.05244928253339931,0.016279069767441853,0.11627906976744186,0.10065406976744186,0.11627906976744186,0.06382978723404255,0.1,0.0,0.015625,0.05244928253339931,0.016279069767441853,0.11627906976744186,0.10065406976744186,0.03617021276595746,0.06382978723404255,0.04820478723404255,0.1,0.084375,0.015625
ex17,0.03529411764705882,0.0,0.007016482685619236,0.005763139071494259,0.03529411764705882,0.0017477917684645752,0.03865546218487395,0.030848329048843187,0.029530978575564564,0.0,0.03354632587859425,0.007016482685619236,0.005763139071494259,0.03529411764705882,0.0017477917684645752,0.001253343614124977,0.028277634961439587,0.005268690917154661,0.029530978575564564,0.004015347303029684,0.03035143769968051
ex18,0.03840220385674931,0.0,0.001481481481481483,0.028223201174743022,0.03804597701149426,0.043492063492063485,0.03840220385674931,0.010254055708601162,0.06662540503149234,0.00035622684525505807,0.07506887052341597,0.02814814814814815,0.028223201174743022,0.011379310344827587,0.01682539682539682,0.05637134932289117,0.009897828863346104,0.04497354497354497,0.06626917818623727,0.02901894972379554,0.05487137383689107
ex19,0.0,0.0,0.0,0.4583333333333333,0.35,0.4583333333333333,0.0,0.0,0.4583333333333333,0.35,0.4583333333333333,0.0,0.4583333333333333,0.35,0.4583333333333333,0.4583333333333333,0.35,0.4583333333333333,0.10833333333333334,0.0,0.10833333333333334
ex20,0.0250165351186176,0.0,0.005818430735004706,0.007131428602566357,0.024990099181928974,0.006442784622420178,0.0250165351186176,0.019198104383612895,0.017885106516051245,2.6435936688629113e-05,0.03145931974103778,0.005818430735004706,0.007131428602566357,0.024990099181928974,0.006442784622420178,0.0013129978675616508,0.019171668446924268,0.012261215357424884,0.017858670579362617,0.013574213224986535,0.03143288380434915
ex21,0.02919833152391292,5.3808979767540344e-05,0.008372839113926722,0.011763939892420906,0.02919833152391292,0.0031465515886378408,0.02914452254414538,0.0208254924099862,0.017434391631492015,0.0,0.02605177993527508,0.008319030134159182,0.011710130912653365,0.02914452254414538,0.0030927426088703004,0.0028405410427628543,0.0208254924099862,0.0052262875252888814,0.017984951367223345,0.008617388303783065,0.02605177993527508
ex23,0.05333333333333334,0.0,0.044227642276422764,0.00571428571428572,0.016842105263157887,0.017373737373737368,0.05333333333333334,0.0975609756097561,0.047619047619047616,0.07017543859649122,0.0707070707070707,0.044227642276422764,0.00571428571428572,0.016842105263157887,0.017373737373737368,0.049941927990708485,0.027385537013264877,0.026853904902685397,0.022556390977443608,0.023088023088023088,0.0005316321105794802
ex24,0.029616333001764555,0.006711409395973152,0.010238333979252664,0.00958918039454952,0.029788516946394374,0.0027255942088449947,0.029616333001764555,0.01937799902251189,0.039205513396314076,0.00017218394462981752,0.0390533366065827,0.010238333979252664,0.00958918039454952,0.029788516946394374,0.009437003604818146,0.019827514373802185,0.01955018296714171,0.01967533758407081,0.039377697340943894,0.00015217678973137444,0.03922552055121252
ex25,0.02826086956521739,0.0,0.010231366742416443,0.012549428981017349,0.02826086956521739,0.003213788585933023,0.02826086956521739,0.018029502822800948,0.01549015268864793,0.0,0.025047080979284368,0.010231366742416443,0.01277071687656946,0.02826086956521739,0.003213788585933023,0.002539350134153018,0.018029502822800948,0.00701757815648342,0.01549015268864793,0.009556928290636438,0.025047080979284368
ex26,0.1285714285714286,0.05000000000000002,0.061111111111111116,0.1669421487603306,0.18113207547169813,0.1489051094890511,0.07857142857142857,0.06746031746031747,0.038370720188902,0.05256064690026954,0.02033368091762252,0.0111111111111111,0.11694214876033057,0.1311320754716981,0.0989051094890511,0.10583103764921947,0.12002096436058701,0.08779399837794,0.014189926711367536,0.018037039271279483,0.032226965982647016
ex27,0.024471635150166853,0.004513872096209959,0.006720155860226024,0.013162773451983686,0.024471635150166853,0.019032536482729453,0.028985507246376812,0.01775147928994083,0.03763440860215054,0.0,0.041716328963051254,0.011234027956435983,0.008648901355773727,0.028985507246376812,0.012730821716674442,0.01988292931220971,0.01775147928994083,0.023964849673110425,0.03763440860215054,0.004081920360900715,0.041716328963051254
ex28,0.024131253518251343,0.0,0.010396328508238163,0.008312958677129889,0.025182778229082048,0.0005973008134159546,0.024131253518251343,0.034527582026489506,0.03244421219538123,0.0010515247108307045,0.02353395270483539,0.010396328508238163,0.008312958677129889,0.025182778229082048,0.0005973008134159546,0.002083369831108274,0.03557910673732021,0.010993629321654118,0.03349573690621194,0.008910259490545844,0.024585477415666093
ex29,0.0641025641025641,0.01282051282051283,0.0332383665716999,0.021956970232832294,0.04423501443368992,0.007922788821665222,0.07692307692307693,0.030864197530864196,0.0421455938697318,0.019867549668874173,0.056179775280898875,0.04605887939221273,0.034777483053345125,0.05705552725420275,0.020743301642178053,0.011281396338867607,0.010996647861990023,0.02531557775003468,0.02227804420085763,0.014034181411167072,0.0363122256120247
ex30,0.020394736842105264,0.0,0.0018125309910037544,0.0035708775507466116,0.019841945244537546,0.015080497428309726,0.020394736842105264,0.02220726783310902,0.016823859291358653,0.000552791597567717,0.03547523427041499,0.0018125309910037544,0.0035708775507466116,0.019841945244537546,0.015080497428309726,0.005383408541750366,0.0216544762355413,0.013267966437305972,0.016271067693790935,0.018651374979056338,0.034922442672847276
ex32,0.027777777777777776,0.0,0.012222222222222225,0.09722222222222222,0.004830917874396136,0.09809634809634811,0.027777777777777776,0.04,0.125,0.03260869565217391,0.1258741258741259,0.012222222222222225,0.09722222222222222,0.004830917874396136,0.09809634809634811,0.08499999999999999,0.007391304347826089,0.08587412587412588,0.09239130434782608,0.0008741258741258862,0.09326543022195197
ex33,0.03574212225810043,0.00018706207085120857,0.012636961385718657,0.014431481484225968,0.03574212225810043,0.00551696979105934,0.03555506018724922,0.023105160872381774,0.021310640773874463,0.0,0.04125909204915977,0.012449899314867448,0.01424441941337476,0.03555506018724922,0.005704031861910548,0.0017945200985073108,0.023105160872381774,0.018153931176777997,0.021310640773874463,0.019948451275285307,0.04125909204915977
